RA,ANO,NOME,FASE,TURMA,GENERO,IDADE,ANO_INGRESSO,INSTITUICAO_ENSINO,ESCOLA,STATUS_ATIVO,PEDRA,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,FASE_IDEAL,DEFASAGEM,PONTO_VIRADA,INDICADO_BOLSA,NOTA_MAT,NOTA_PORT,NOTA_ING,CG,CF,CT,QTDE_AVAL,REC_PSICO,DESTAQUE_IEG,DESTAQUE_IDA,DESTAQUE_IPV,FASE_IDEAL_NUM,FASE_NUM,IAA_FLAG_ZERO,IEG_FLAG_ZERO,IPS_FLAG_ZERO,IDA_FLAG_ZERO,IPV_FLAG_ZERO,IAN_FLAG_ZERO,INDE_OUTLIER,IAN_OUTLIER,IDA_OUTLIER,IEG_OUTLIER,IAA_OUTLIER,IPS_OUTLIER,IPP_OUTLIER,IPV_OUTLIER
RA-105,2022,Aluno-105,4,A,Masculino,17.0,2016,Rede Decisão,,,Ágata,6.846,2.5,6.7,8.2,7.9,5.6,,7.417,Fase 7 (3º EM),-3,False,False,7.2,6.2,6.8,542.0,47.0,10.0,4.0,Requer avaliação,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-106,2022,Aluno-106,4,A,Feminino,15.0,2016,Rede Decisão,,,Ametista,7.973,5.0,7.4,8.0,9.2,9.4,,8.375,Fase 5 (1º EM),-1,True,False,7.8,7.2,7.2,148.0,13.0,5.0,4.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.0,4.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
RA-107,2022,Aluno-107,4,A,Feminino,15.0,2018,Escola Pública,,,Ágata,6.258,5.0,4.6,6.4,7.5,7.5,,6.5,Fase 5 (1º EM),-1,False,True,3.3,4.3,6.0,693.0,63.0,12.0,4.0,Sem limitações,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-108,2022,Aluno-108,4,A,Feminino,17.0,2019,Escola Pública,,,Quartzo,5.547,2.5,5.0,7.7,4.6,5.0,,6.125,Fase 7 (3º EM),-3,False,False,3.0,5.8,6.2,784.0,72.0,15.0,4.0,Não indicado,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.0,4.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-109,2022,Aluno-109,4,A,Masculino,16.0,2021,Rede Decisão,,,Topázio,8.512,5.0,8.4,10.0,8.8,8.8,,8.667,Fase 6 (2º EM),-2,True,False,7.8,7.5,9.9,33.0,4.0,2.0,4.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-110,2022,Aluno-110,4,A,Masculino,14.0,2017,Rede Decisão,,,Topázio,8.15,10.0,6.7,9.7,9.2,5.6,,8.0,Fase 4 (9º ano),0,False,False,8.3,5.7,6.0,100.0,10.0,3.0,4.0,Requer avaliação,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-111,2022,Aluno-111,4,A,Feminino,13.0,2020,Rede Decisão,,,Topázio,8.646,10.0,8.0,9.4,7.5,8.1,,8.667,Fase 3 (7º e 8º ano),1,True,False,6.7,7.5,9.7,22.0,2.0,1.0,4.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,3.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-112,2022,Aluno-112,4,A,Feminino,15.0,2016,Rede Decisão,,,Ametista,7.836,5.0,8.5,7.8,7.9,6.3,,8.833,Fase 5 (1º EM),-1,True,False,9.0,7.5,9.1,189.0,17.0,6.0,4.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-113,2022,Aluno-113,4,A,Feminino,15.0,2017,Rede Decisão,,,Quartzo,3.032,5.0,3.7,0.0,0.0,5.0,,3.792,Fase 5 (1º EM),-1,False,False,3.3,5.5,2.3,862.0,76.0,16.0,4.0,Não indicado,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,4.0,True,True,False,False,False,False,True,False,False,True,True,False,False,True
RA-114,2022,Aluno-114,4,A,Masculino,16.0,2022,Escola Pública,,,Quartzo,5.894,5.0,5.3,6.3,7.9,7.5,,5.0,Fase 6 (2º EM),-2,False,False,6.0,4.5,,738.0,66.0,13.0,4.0,Sem limitações,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-115,2022,Aluno-115,4,A,Feminino,16.0,2019,Escola Pública,,,Quartzo,5.886,5.0,3.8,6.8,8.3,6.3,,5.583,Fase 6 (2º EM),-2,False,False,3.0,5.7,2.7,740.0,67.0,14.0,4.0,Requer avaliação,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-116,2022,Aluno-116,4,B,Feminino,16.0,2019,Escola Pública,,,Ágata,6.854,5.0,5.9,8.1,5.8,6.3,,7.792,Fase 6 (2º EM),-2,False,True,5.0,7.2,5.5,538.0,46.0,8.0,4.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-117,2022,Aluno-117,4,B,Feminino,15.0,2022,Escola Pública,,,Ágata,6.685,5.0,6.1,6.3,7.9,6.9,,7.417,Fase 5 (1º EM),-1,False,False,4.7,6.7,7.0,593.0,55.0,10.0,4.0,Requer avaliação,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-118,2022,Aluno-118,4,B,Feminino,14.0,2021,Escola Pública,,,Quartzo,5.597,10.0,3.9,5.3,0.0,6.3,,6.958,Fase 4 (9º ano),0,False,False,3.7,4.7,3.5,775.0,70.0,12.0,4.0,Sem limitações,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.0,4.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-119,2022,Aluno-119,4,B,Feminino,14.0,2016,Rede Decisão,,,Ametista,7.501,10.0,5.4,8.2,8.3,5.6,,7.875,Fase 4 (9º ano),0,False,False,5.7,7.0,3.4,311.0,26.0,3.0,4.0,Requer avaliação,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-120,2022,Aluno-120,4,B,Masculino,15.0,2019,Escola Pública,,,Ágata,6.825,5.0,6.2,5.9,8.3,7.5,,7.667,Fase 5 (1º EM),-1,False,True,3.7,5.2,9.7,547.0,48.0,9.0,4.0,Não atendido,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-121,2022,Aluno-121,4,B,Feminino,16.0,2021,Escola Pública,,,Ametista,7.245,5.0,7.2,8.4,7.1,6.3,,7.625,Fase 6 (2º EM),-2,False,True,5.7,6.8,9.0,413.0,33.0,5.0,4.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-122,2022,Aluno-122,4,B,Feminino,14.0,2019,Escola Pública,,,Quartzo,5.061,10.0,1.8,3.4,7.9,7.5,,4.958,Fase 4 (9º ano),0,False,False,1.7,3.7,0.0,818.0,74.0,14.0,4.0,Não atendido,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.0,4.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False
RA-123,2022,Aluno-123,4,B,Masculino,16.0,2017,Rede Decisão,,,Ametista,7.084,5.0,6.5,8.6,7.9,5.6,,7.292,Fase 6 (2º EM),-2,False,False,7.3,6.3,5.9,461.0,37.0,6.0,4.0,Requer avaliação,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-124,2022,Aluno-124,4,B,Masculino,14.0,2016,Rede Decisão,,,Ametista,7.388,10.0,6.7,7.8,7.9,5.0,,7.167,Fase 4 (9º ano),0,False,False,5.7,7.0,7.5,365.0,29.0,4.0,4.0,Requer avaliação,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-125,2022,Aluno-125,4,B,Feminino,15.0,2022,Escola Pública,,,Ametista,7.619,5.0,7.1,8.5,8.8,7.5,,7.75,Fase 5 (1º EM),-1,False,True,5.0,7.2,9.2,266.0,21.0,2.0,4.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-126,2022,Aluno-126,4,B,Masculino,15.0,2018,Escola Pública,,,Ágata,6.289,5.0,4.4,5.8,7.1,7.5,,7.417,Fase 5 (1º EM),-1,False,True,4.0,5.0,4.2,689.0,62.0,11.0,4.0,Não atendido,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-127,2022,Aluno-127,4,B,Feminino,14.0,2022,Escola Pública,,,Topázio,8.283,10.0,7.9,8.7,7.5,7.5,,8.125,Fase 4 (9º ano),0,False,True,7.7,7.7,8.3,63.0,7.0,1.0,4.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-128,2022,Aluno-128,4,B,Masculino,15.0,2019,Escola Pública,,,Quartzo,5.563,5.0,5.6,6.2,0.0,7.5,,6.167,Fase 5 (1º EM),-1,False,True,6.7,6.8,3.2,778.0,71.0,13.0,4.0,Não atendido,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,4.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-129,2022,Aluno-129,4,B,Masculino,15.0,2019,Escola Pública,,,Ágata,6.926,5.0,6.7,6.4,6.7,7.5,,7.792,Fase 5 (1º EM),-1,False,True,6.0,5.3,8.7,516.0,42.0,7.0,4.0,Não atendido,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-130,2022,Aluno-130,4,F,Feminino,16.0,2018,Escola Pública,,,Quartzo,5.624,5.0,4.1,4.7,8.3,5.0,,6.5,Fase 6 (2º EM),-2,False,False,3.7,5.2,3.5,772.0,69.0,14.0,4.0,Requer avaliação,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-131,2022,Aluno-131,4,F,Feminino,15.0,2016,Escola Pública,,,Ametista,7.174,5.0,5.6,9.0,8.8,5.6,,7.75,Fase 5 (1º EM),-1,False,True,6.0,6.5,4.2,440.0,35.0,7.0,4.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-132,2022,Aluno-132,4,F,Feminino,14.0,2019,Rede Decisão,,,Topázio,8.355,10.0,7.7,8.8,10.0,5.6,,8.458,Fase 4 (9º ano),0,True,False,6.5,7.5,9.1,53.0,5.0,2.0,4.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-133,2022,Aluno-133,4,F,Feminino,15.0,2016,Escola Pública,,,Ágata,6.875,5.0,5.6,7.1,7.9,7.5,,7.625,Fase 5 (1º EM),-1,False,False,4.7,7.2,5.0,530.0,45.0,10.0,4.0,Não atendido,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-134,2022,Aluno-134,4,F,Feminino,15.0,2021,Escola Pública,,,Ágata,6.607,5.0,4.7,6.8,8.8,7.5,,7.375,Fase 5 (1º EM),-1,False,True,4.7,6.8,2.5,623.0,56.0,12.0,4.0,Não atendido,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-135,2022,Aluno-135,4,F,Feminino,15.0,2019,Escola Pública,,,Ametista,7.692,5.0,8.6,7.8,8.3,5.6,,8.583,Fase 5 (1º EM),-1,True,True,8.0,8.2,9.5,237.0,20.0,4.0,4.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-136,2022,Aluno-136,4,F,Masculino,15.0,2019,Escola Pública,,,Ágata,6.478,5.0,4.6,6.3,10.0,7.5,,6.667,Fase 5 (1º EM),-1,False,False,5.3,5.7,2.8,646.0,59.0,13.0,4.0,Não atendido,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-137,2022,Aluno-137,4,F,Feminino,17.0,2016,Rede Decisão,,,Ametista,7.056,2.5,7.3,8.9,7.5,5.0,,7.792,Fase 7 (3º EM),-3,False,False,6.0,7.3,8.5,468.0,38.0,9.0,4.0,Requer avaliação,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-138,2022,Aluno-138,4,F,Masculino,15.0,2016,Escola Pública,,,Ágata,6.738,5.0,5.6,8.0,9.6,5.6,,6.375,Fase 5 (1º EM),-1,False,True,5.0,6.5,5.2,573.0,53.0,11.0,4.0,Requer avaliação,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-139,2022,Aluno-139,4,F,Masculino,17.0,2019,Escola Pública,,,Quartzo,3.738,2.5,1.4,3.5,7.1,5.0,,3.917,Fase 7 (3º EM),-3,False,False,1.7,2.7,0.0,858.0,75.0,15.0,4.0,Requer avaliação,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.0,4.0,False,False,False,False,False,False,True,False,False,True,False,False,False,True
RA-140,2022,Aluno-140,4,F,Feminino,14.0,2021,Escola Pública,,,Ametista,7.407,10.0,5.7,7.6,7.9,6.9,,7.667,Fase 4 (9º ano),0,False,True,5.0,6.5,5.6,358.0,28.0,6.0,4.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-141,2022,Aluno-141,4,F,Masculino,14.0,2017,Escola Pública,,,Ametista,7.118,10.0,5.7,8.2,9.2,5.6,,5.917,Fase 4 (9º ano),0,False,False,5.8,6.2,5.0,450.0,36.0,8.0,4.0,Requer avaliação,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-142,2022,Aluno-142,4,F,Feminino,14.0,2021,Escola Pública,,,Ametista,7.457,10.0,6.3,8.6,6.7,5.6,,7.583,Fase 4 (9º ano),0,False,False,6.0,6.8,6.0,332.0,27.0,5.0,4.0,Requer avaliação,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-143,2022,Aluno-143,4,F,Masculino,13.0,2019,Rede Decisão,,,Topázio,8.638,10.0,7.9,9.9,8.3,5.6,,9.5,Fase 3 (7º e 8º ano),1,True,False,9.7,7.7,6.4,24.0,3.0,1.0,4.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,3.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-144,2022,Aluno-144,4,F,Feminino,14.0,2017,Rede Decisão,,,Topázio,8.181,10.0,7.9,9.3,7.5,5.0,,8.292,Fase 4 (9º ano),0,False,False,7.5,7.2,9.0,89.0,9.0,3.0,4.0,Requer avaliação,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-145,2022,Aluno-145,4,H,Masculino,16.0,2017,Escola Pública,,,Quartzo,5.846,5.0,5.2,6.3,0.0,8.1,,7.25,Fase 6 (2º EM),-2,False,True,3.0,4.8,7.8,746.0,68.0,7.0,4.0,Sem limitações,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.0,4.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-146,2022,Aluno-146,4,H,Feminino,15.0,2022,Escola Pública,,,Ametista,7.947,5.0,7.9,9.2,8.3,7.5,,8.208,Fase 5 (1º EM),-1,False,True,6.3,7.3,10.0,156.0,15.0,1.0,4.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-147,2022,Aluno-147,4,H,Feminino,14.0,2022,Escola Pública,,,Ametista,7.541,10.0,6.1,7.7,8.3,7.5,,7.25,Fase 4 (9º ano),0,False,False,5.8,4.8,7.7,293.0,24.0,4.0,4.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-148,2022,Aluno-148,4,H,Masculino,14.0,2022,Escola Pública,,,Ametista,7.894,10.0,5.3,7.9,9.2,10.0,,7.708,Fase 4 (9º ano),0,False,True,4.7,6.3,5.0,172.0,16.0,2.0,4.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4.0,4.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
RA-149,2022,Aluno-149,4,H,Feminino,15.0,2022,Escola Pública,,,Ágata,6.323,5.0,5.0,6.5,9.2,7.5,,6.125,Fase 5 (1º EM),-1,False,False,4.0,6.0,,679.0,60.0,6.0,4.0,Não atendido,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-150,2022,Aluno-150,4,H,Feminino,16.0,2020,Escola Pública,,,Ágata,6.962,5.0,6.9,6.3,9.6,6.9,,7.333,Fase 6 (2º EM),-2,False,True,5.3,6.7,8.6,498.0,41.0,5.0,4.0,Sem limitações,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-151,2022,Aluno-151,4,H,Feminino,16.0,2020,Escola Pública,,,Ametista,7.563,5.0,8.3,7.5,8.8,6.9,,7.958,Fase 6 (2º EM),-2,False,True,7.3,8.0,9.5,289.0,23.0,3.0,4.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-152,2022,Aluno-152,4,L,Feminino,16.0,2022,Escola Pública,,,Ágata,6.712,5.0,6.5,7.0,8.3,7.5,,6.292,Fase 6 (2º EM),-2,False,False,4.0,7.0,8.5,586.0,54.0,13.0,4.0,Não atendido,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-153,2022,Aluno-153,4,L,Feminino,14.0,2018,Rede Decisão,,,Ametista,7.535,10.0,6.6,8.2,7.9,5.0,,7.708,Fase 4 (9º ano),0,False,False,3.3,7.7,8.8,297.0,25.0,5.0,4.0,Requer avaliação,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-154,2022,Aluno-154,4,L,Masculino,15.0,2017,Escola Pública,,,Ágata,6.073,5.0,4.0,6.1,8.3,6.3,,6.833,Fase 5 (1º EM),-1,False,True,3.7,6.2,2.1,714.0,65.0,15.0,4.0,Sem limitações,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-155,2022,Aluno-155,4,L,Masculino,16.0,2022,Escola Pública,,,Ametista,7.051,5.0,5.2,8.3,10.0,7.5,,6.833,Fase 6 (2º EM),-2,False,True,4.3,6.8,4.3,470.0,39.0,9.0,4.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-156,2022,Aluno-156,4,L,Masculino,15.0,2018,Escola Pública,,,Ametista,7.357,5.0,4.4,8.3,10.0,9.4,,7.792,Fase 5 (1º EM),-1,False,True,4.7,6.5,2.1,376.0,30.0,6.0,4.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.0,4.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
RA-157,2022,Aluno-157,4,L,Feminino,12.0,2018,Rede Decisão,,,Topázio,8.317,10.0,7.7,10.0,7.5,6.3,,8.292,Fase 3 (7º e 8º ano),1,False,False,7.0,7.5,8.7,59.0,6.0,1.0,4.0,Requer avaliação,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,3.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-158,2022,Aluno-158,4,L,Feminino,17.0,2017,Rede Decisão,,,Ametista,7.302,2.5,6.6,9.8,7.9,5.6,,8.125,Fase 7 (3º EM),-3,False,False,5.0,6.7,8.1,392.0,32.0,7.0,4.0,Requer avaliação,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-159,2022,Aluno-159,4,L,Feminino,15.0,2021,Escola Pública,,,Ágata,6.49,5.0,4.7,8.1,8.3,5.6,,6.458,Fase 5 (1º EM),-1,False,False,4.3,5.8,3.9,644.0,58.0,14.0,4.0,Requer avaliação,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-160,2022,Aluno-160,4,L,Feminino,15.0,2021,Escola Pública,,,Ágata,6.746,5.0,5.3,7.2,7.5,5.6,,8.25,Fase 5 (1º EM),-1,False,True,2.7,6.0,7.1,568.0,52.0,12.0,4.0,Requer avaliação,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
